host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,accommodates,bathrooms,bedrooms,beds,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,review_scores_rating
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,1.0,2.0,15,125,1,0,2,1125,8,0,0,strict,0,0,1,1.18,97.0
< 1 hour ,100.0,1,4.0,4.0,3,1,1,2.0,4.0,1.0,13,40,1,14,27,92,10,1,0,strict,0,0,4,1.49,98.0
1 day,100.0,0,1.0,1.0,2,1,4,1.0,1.0,2.0,14,250,1,0,1,1125,9,0,0,strict,0,0,1,1.26,100.0
< 1 hour ,100.0,1,2.0,2.0,4,1,3,1.0,1.0,2.0,31,83,2,35,1,1125,16,0,0,flexible,0,0,2,2.51,99.0
< 1 hour ,100.0,0,4.0,4.0,5,1,5,1.0,2.0,3.0,15,118,3,15,6,21,2,0,0,moderate,0,0,2,0.32,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.5,1.0,1.0,8,60,1,10,1,15,2,0,0,moderate,0,0,1,0.31,80.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,16,30,1,0,1,20,4,1,0,flexible,0,0,1,0.59,100.0
< 1 hour ,100.0,0,4.0,4.0,7,1,2,1.0,1.0,1.0,15,45,1,20,1,1125,4,1,0,strict,0,0,4,0.68,70.0
< 1 hour ,100.0,0,4.0,4.0,7,1,1,1.0,1.0,1.0,13,43,1,0,1,1125,5,1,0,strict,0,0,4,0.77,84.0
< 1 hour ,100.0,1,3.0,3.0,7,1,2,1.0,1.0,1.0,18,90,1,0,2,1125,1,1,0,moderate,0,0,3,1.0,100.0
< 1 hour ,100.0,1,3.0,3.0,7,1,4,1.0,2.0,3.0,43,158,4,25,2,10,37,1,1,strict,0,0,3,5.63,97.0
1 day,50.0,0,1.0,1.0,7,1,2,1.0,0.0,1.0,24,155,1,15,2,365,2,0,0,strict,0,0,1,0.47,100.0
< 1 hour ,99.0,0,15.0,15.0,4,1,3,2.0,1.0,1.0,1,47,1,15,3,29,5,1,0,strict,0,0,15,0.74,64.0
< 1 hour ,100.0,0,1.0,1.0,9,1,2,1.0,0.0,1.0,18,170,1,0,7,90,12,1,0,strict,0,0,1,1.68,89.0
< 1 hour ,100.0,0,3.0,3.0,5,1,2,1.0,1.0,1.0,16,81,2,15,1,14,6,1,0,strict,0,0,3,1.88,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,4,1.0,2.0,1.0,13,150,1,0,5,30,1,0,0,moderate,0,0,1,0.15,100.0
< 1 hour ,100.0,1,1.0,1.0,8,1,2,1.0,1.0,1.0,35,92,1,15,1,30,16,1,0,strict,0,0,1,3.64,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,0.0,1.0,25,90,1,0,1,5,3,1,0,flexible,0,0,1,0.44,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,3,1.0,0.0,1.0,21,0,1,0,2,12,4,1,0,strict,0,0,1,0.61,100.0
< 1 hour ,100.0,0,1.0,1.0,3,1,3,1.0,1.0,2.0,16,145,2,40,2,1125,20,1,0,strict,0,0,1,2.87,96.0
< 1 hour ,100.0,1,1.0,1.0,8,1,2,1.0,1.0,1.0,20,89,1,30,1,30,16,1,0,strict,0,0,1,2.27,98.0
< 1 hour ,100.0,1,2.0,2.0,8,1,2,1.0,1.0,1.0,30,115,1,0,4,1125,38,1,0,strict,0,0,2,5.51,94.0
< 1 hour ,100.0,0,1.0,1.0,5,1,3,1.0,1.0,2.0,12,116,1,0,2,7,4,1,0,moderate,0,1,1,0.59,93.0
hours,100.0,0,2.0,2.0,4,1,2,1.0,1.0,1.0,13,57,1,15,3,1125,3,0,0,moderate,0,0,2,0.44,100.0
hours,100.0,0,9.0,9.0,3,1,2,1.0,1.0,1.0,37,50,1,25,30,1125,4,0,0,moderate,0,0,5,0.74,85.0
1 day,50.0,0,1.0,1.0,9,1,3,1.0,2.0,2.0,13,175,1,0,4,1125,2,0,0,moderate,0,0,1,0.3,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,16,55,1,0,1,1125,4,1,0,flexible,0,0,1,0.9,80.0
< 1 hour ,100.0,1,1.0,1.0,8,1,4,1.0,1.0,2.0,31,155,2,25,2,21,17,0,0,strict,0,0,1,2.8,99.0
< 1 hour ,100.0,1,1.0,1.0,3,1,11,2.0,4.0,5.0,37,500,8,50,3,1125,16,1,0,strict,0,0,1,2.44,95.0
hours,100.0,0,4.0,4.0,5,1,1,2.5,1.0,1.0,13,36,1,0,30,1125,5,0,0,strict,0,0,4,0.85,84.0
hours,95.0,0,1.0,1.0,3,1,6,1.0,2.0,3.0,21,100,6,25,2,14,16,1,0,moderate,0,0,1,2.39,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,9,1,3,1.0,0.0,2.0,16,120,1,0,1,1125,2,1,0,flexible,0,0,1,0.31,100.0
hours,100.0,1,2.0,2.0,6,1,1,1.0,1.0,1.0,16,47,1,20,5,1125,5,0,0,flexible,0,0,2,0.72,100.0
< 1 hour ,93.0,1,1.0,1.0,5,1,6,2.0,2.0,3.0,15,157,4,25,3,1125,21,1,0,moderate,0,0,1,3.21,96.0
< 1 hour ,100.0,0,1.0,1.0,5,1,6,1.0,2.0,3.0,26,199,1,0,2,1125,35,1,0,strict,0,0,1,4.98,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,27,40,1,20,2,6,4,0,0,moderate,0,0,1,0.61,100.0
< 1 hour ,100.0,0,2.0,2.0,4,1,3,0.0,1.0,1.0,25,70,2,25,5,365,3,1,0,flexible,0,0,2,1.13,93.0
1 day,67.0,0,2.0,2.0,5,1,2,1.0,1.0,1.0,25,69,1,0,1,1125,2,0,0,moderate,0,0,2,0.41,90.0
< 1 hour ,100.0,0,1.0,1.0,4,1,5,1.0,3.0,3.0,22,250,3,0,2,21,8,0,0,strict,0,0,1,1.57,95.0
hours,100.0,0,1.0,1.0,3,1,1,1.0,1.0,1.0,57,45,1,30,2,90,6,1,0,strict,0,0,1,0.91,100.0
< 1 hour ,100.0,1,1.0,1.0,8,1,3,1.0,0.0,1.0,25,58,2,30,1,30,34,0,0,flexible,0,0,1,4.86,97.0
< 1 hour ,100.0,0,1.0,1.0,4,1,3,1.0,0.0,1.0,23,80,1,0,1,1125,10,1,0,flexible,0,0,1,1.45,96.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,19,87,1,65,1,17,5,1,0,flexible,0,0,1,0.75,100.0
1 day,67.0,0,1.0,1.0,5,1,2,1.0,1.0,1.0,15,225,2,0,3,1125,4,0,0,strict,0,0,1,0.59,95.0
< 1 hour ,100.0,0,2.0,2.0,10,1,2,1.0,1.0,1.0,17,43,1,20,4,29,2,1,0,strict,0,0,2,0.88,100.0
< 1 hour ,100.0,0,1.0,1.0,4,1,4,2.0,1.0,2.0,27,150,2,25,2,20,1,0,0,strict,0,0,1,0.15,100.0
< 1 hour ,100.0,0,2.0,2.0,4,1,4,1.0,2.0,2.0,39,217,1,0,2,1125,5,1,1,strict,0,0,1,0.76,100.0
< 1 hour ,100.0,0,1.0,1.0,3,1,4,1.0,2.0,2.0,12,250,3,0,1,1125,5,0,0,flexible,0,0,1,0.82,88.0
< 1 hour ,100.0,0,1.0,1.0,7,1,2,1.0,1.0,1.0,11,80,1,0,5,6,4,1,0,strict,0,0,1,0.6,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.0,2.0,2.0,14,195,4,45,2,10,4,0,0,flexible,0,0,1,0.63,95.0
< 1 hour ,100.0,1,1.0,1.0,4,1,2,1.0,0.0,1.0,50,126,1,0,2,10,6,0,0,strict,0,0,1,0.97,100.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.0,0.0,1.0,1,280,1,0,2,28,5,1,0,moderate,0,0,1,0.76,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,1.0,1.0,21,65,1,0,2,7,3,1,0,flexible,0,0,1,0.43,100.0
< 1 hour ,100.0,1,1.0,1.0,3,1,5,2.0,2.0,3.0,29,600,4,50,4,1125,16,1,0,strict,0,0,1,2.44,100.0
< 1 hour ,100.0,0,3.0,3.0,5,1,3,1.0,1.0,1.0,26,176,2,50,1,1125,29,1,1,strict,0,0,1,4.26,97.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.0,0.0,1.0,15,188,2,99,1,100,13,1,0,strict,0,0,1,2.14,92.0
< 1 hour ,100.0,0,2.0,2.0,3,1,2,1.0,1.0,1.0,19,60,1,0,3,1125,10,0,0,strict,0,0,2,1.49,96.0
hours,100.0,0,4.0,4.0,8,1,2,1.0,1.0,1.0,24,65,1,13,1,6,38,0,0,moderate,0,0,4,5.43,96.0
< 1 hour ,100.0,0,10.0,10.0,5,1,2,1.0,1.0,1.0,12,59,2,30,2,28,14,0,0,strict,0,0,9,2.07,86.0
hours,100.0,0,4.0,4.0,8,1,2,1.0,1.0,2.0,27,66,2,27,1,6,47,0,0,moderate,0,0,4,6.71,94.0
< 1 hour ,100.0,0,1.0,1.0,8,1,1,1.0,1.0,1.0,24,68,1,0,10,35,1,1,0,moderate,0,0,1,0.15,100.0
< 1 hour ,100.0,0,10.0,10.0,5,1,2,1.0,1.0,1.0,13,59,2,30,2,28,14,1,0,strict,0,0,9,2.1,91.0
days,0.0,0,3.0,3.0,9,1,2,1.0,1.0,1.0,4,150,1,0,3,7,7,0,0,moderate,0,0,3,1.02,97.0
1 day,100.0,1,1.0,1.0,7,1,3,1.0,1.0,2.0,25,315,1,0,1,1125,12,0,0,strict,0,0,1,2.5,98.0
< 1 hour ,100.0,1,1.0,1.0,7,1,4,1.0,2.0,2.0,17,191,2,25,2,1125,35,1,0,strict,0,0,1,5.2,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,8,1,2,1.0,1.0,1.0,13,150,1,20,1,1125,2,0,0,moderate,0,0,1,0.29,80.0
< 1 hour ,100.0,0,7.0,7.0,4,1,12,4.5,4.0,6.0,55,800,8,75,3,120,9,0,1,moderate,0,0,2,2.16,100.0
< 1 hour ,100.0,0,1.0,1.0,5,1,1,1.0,2.0,1.0,15,80,1,0,2,30,1,1,0,flexible,0,0,1,1.0,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,34,77,1,0,1,20,6,1,0,moderate,0,0,1,0.97,97.0
hours,100.0,0,4.0,4.0,8,1,2,1.0,1.0,1.0,23,42,2,27,1,6,37,0,0,strict,0,0,4,5.47,95.0
< 1 hour ,100.0,0,1.0,1.0,4,1,6,1.0,0.0,4.0,24,99,1,0,1,1125,28,1,0,strict,0,0,1,4.57,89.0
< 1 hour ,100.0,0,1.0,1.0,3,1,6,1.0,2.0,2.0,23,750,6,0,2,1125,7,0,0,strict,0,0,1,1.44,100.0
< 1 hour ,94.0,0,4.0,4.0,5,1,6,2.0,2.0,4.0,36,340,2,30,3,30,13,1,0,moderate,0,0,2,1.87,91.0
< 1 hour ,88.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,15,90,1,0,1,1125,43,0,0,strict,0,0,1,6.2,95.0
< 1 hour ,100.0,0,1.0,1.0,6,1,4,1.0,0.0,3.0,24,99,1,0,1,1125,32,1,0,strict,0,0,1,4.97,89.0
< 1 hour ,100.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,17,91,1,10,3,1125,14,0,0,moderate,0,0,1,2.37,87.0
< 1 hour ,100.0,1,3.0,3.0,3,1,3,1.0,1.0,1.0,10,79,1,15,1,1125,18,1,0,flexible,0,0,3,2.58,96.0
< 1 hour ,100.0,1,6.0,6.0,6,1,2,1.0,1.0,1.0,14,79,2,25,1,14,41,1,0,strict,0,0,6,5.94,97.0
< 1 hour ,100.0,0,1.0,1.0,9,1,2,1.0,1.0,1.0,29,150,3,30,3,1125,5,0,0,moderate,0,0,1,0.77,100.0
days,43.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,11,79,1,50,3,1125,15,0,0,strict,0,0,1,2.31,98.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,20,125,1,0,1,1125,3,1,0,flexible,0,0,1,0.43,100.0
hours,100.0,1,2.0,2.0,6,1,1,1.0,1.0,1.0,33,60,1,20,5,1125,2,0,0,flexible,0,0,2,0.29,100.0
< 1 hour ,100.0,0,3.0,3.0,3,1,4,1.0,1.0,2.0,43,70,4,30,1,1125,20,1,0,strict,0,0,3,2.83,98.0
< 1 hour ,95.0,0,1.0,1.0,5,1,2,1.0,0.0,1.0,36,129,1,25,1,1125,43,1,0,flexible,0,0,1,6.14,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,12,34,1,0,5,14,1,1,0,moderate,0,0,1,0.16,80.0
< 1 hour ,100.0,0,2.0,2.0,9,1,4,1.0,1.0,2.0,32,199,2,49,3,21,16,0,0,moderate,0,0,1,2.61,96.0
< 1 hour ,100.0,1,1.0,1.0,6,1,2,2.0,1.0,1.0,16,69,1,18,1,1125,16,1,0,strict,0,0,1,2.26,95.0
< 1 hour ,100.0,0,5.0,5.0,2,1,1,7.0,1.0,2.0,9,42,1,40,15,1125,3,0,0,flexible,0,0,5,0.46,100.0
< 1 hour ,100.0,0,5.0,5.0,2,1,1,2.0,1.0,1.0,18,42,1,0,15,1125,1,0,0,strict,0,0,5,0.16,100.0
< 1 hour ,100.0,0,5.0,5.0,2,1,1,7.0,1.0,1.0,9,45,1,0,15,1125,1,0,0,strict,0,0,5,0.53,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,12,149,1,0,2,1125,1,1,0,flexible,0,0,1,0.16,100.0
< 1 hour ,100.0,0,5.0,5.0,2,1,1,2.0,1.0,1.0,9,45,1,0,15,1125,1,0,0,moderate,0,0,5,0.15,100.0
< 1 hour ,100.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,22,120,1,25,1,30,20,1,0,strict,0,0,1,3.14,93.0
hours,100.0,0,1.0,1.0,3,1,1,1.0,1.0,1.0,10,40,1,0,9,26,2,1,0,moderate,0,0,1,0.38,100.0
< 1 hour ,100.0,0,1.0,1.0,5,1,3,1.0,0.0,1.0,25,150,1,0,2,9,2,1,0,strict,0,0,1,0.29,100.0
hours,100.0,0,4.0,4.0,8,1,9,1.0,3.0,6.0,31,147,7,0,2,12,6,1,0,moderate,0,0,4,0.86,100.0
< 1 hour ,93.48038995125609,0,2.312898413128984,2.312898413128984,1,1,2,1.0,0.0,1.0,14,120,1,0,3,1125,5,0,0,strict,0,0,1,0.87,100.0
< 1 hour ,100.0,1,2.0,2.0,4,1,2,1.0,0.0,1.0,30,100,1,0,2,1125,36,1,1,flexible,0,0,2,5.24,97.0
< 1 hour ,100.0,0,1.0,1.0,6,1,4,1.0,2.0,2.0,25,300,1,0,5,1125,11,1,0,strict,0,0,1,1.83,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.5,1.0,1.0,12,60,1,0,5,14,5,0,0,strict,0,0,1,0.75,100.0
< 1 hour ,100.0,0,3.0,3.0,4,1,2,1.0,3.0,1.0,9,45,1,15,3,1125,20,0,0,strict,0,0,3,3.05,96.0
1 day,72.0,0,2.0,2.0,3,1,2,1.0,1.0,1.0,10,35,2,0,3,8,12,1,0,strict,0,0,2,1.86,87.0
days,33.0,0,4.0,4.0,4,1,4,1.0,1.0,2.0,11,85,2,10,10,1125,1,0,0,moderate,0,0,2,0.5,100.0
1 day,50.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,9,41,1,0,7,45,2,0,0,flexible,0,0,1,0.31,80.0
1 day,88.0,0,1.0,1.0,5,1,1,1.0,1.0,1.0,22,55,1,0,14,1125,1,0,0,strict,0,0,1,1.0,80.0
1 day,100.0,0,1.0,1.0,4,1,4,1.0,1.0,2.0,21,128,2,25,1,1125,6,1,1,strict,0,0,1,0.88,100.0
< 1 hour ,100.0,0,1.0,1.0,3,1,8,1.0,2.0,4.0,18,100,2,25,1,1125,38,1,0,strict,0,0,1,5.4,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,15,125,1,0,1,3,7,1,0,flexible,0,0,1,1.07,87.0
days,33.0,0,1.0,1.0,5,1,4,1.0,1.0,1.0,11,250,1,0,2,1125,4,1,0,moderate,0,0,1,0.66,80.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,1,1.0,1.0,1.0,13,35,1,0,1,20,3,1,0,flexible,0,0,1,0.43,67.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,2.0,1.0,1.0,10,23,1,0,5,1125,7,1,0,strict,0,0,19,1.1,89.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,2.0,1.0,1.0,11,23,1,0,5,1125,9,1,0,strict,0,0,19,1.42,89.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,2.0,1.0,1.0,10,23,1,0,5,1125,6,1,0,strict,0,0,19,0.95,93.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,1.0,1.0,1.0,10,23,1,0,1,1125,9,1,0,strict,0,0,19,1.41,84.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,2.0,1.0,1.0,8,25,1,0,2,1125,8,1,0,strict,0,0,19,1.29,85.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,2.0,1.0,1.0,8,25,1,0,5,1125,12,1,0,strict,0,0,19,1.95,82.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,1.0,1.0,1.0,10,25,1,0,1,1125,9,1,0,strict,0,0,19,1.51,91.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,1.5,1.0,1.0,15,30,1,0,1,1125,8,1,0,strict,0,0,19,1.3,85.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,1.0,1.0,1.0,11,25,1,0,2,1125,7,1,0,strict,0,0,19,1.17,94.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,2.0,1.0,1.0,10,25,1,0,2,1125,13,1,0,strict,0,0,19,2.24,92.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,1.0,1.0,1.0,10,25,1,0,1,1125,10,1,0,strict,0,0,19,1.54,88.0
< 1 hour ,100.0,0,19.0,19.0,3,1,1,2.0,1.0,1.0,9,23,1,0,5,1125,5,1,0,strict,0,0,19,0.79,100.0
< 1 hour ,100.0,0,5.0,5.0,4,1,6,1.0,3.0,3.0,41,120,3,15,1,365,20,1,1,moderate,0,0,4,3.16,88.0
< 1 hour ,100.0,1,2.0,2.0,6,1,7,1.0,2.0,4.0,41,225,4,75,2,45,17,1,1,strict,0,0,2,5.93,100.0
< 1 hour ,100.0,1,3.0,3.0,6,1,2,1.5,1.0,2.0,25,45,1,15,2,21,18,1,0,flexible,0,0,3,2.73,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,13,250,1,0,4,1125,2,0,0,strict,0,0,1,0.43,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,7,1,4,1.0,2.0,2.0,22,90,1,0,5,8,2,0,0,strict,0,0,1,0.31,90.0
< 1 hour ,100.0,0,8.0,8.0,2,1,2,1.0,1.0,1.0,16,50,1,10,1,1125,25,1,0,strict,0,0,8,3.69,96.0
< 1 hour ,93.48038995125609,0,2.0,2.0,3,1,1,2.0,1.0,1.0,7,32,1,0,1,1125,5,1,0,flexible,0,0,2,0.73,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,16,65,1,5,2,5,1,0,0,flexible,0,0,1,0.32,20.0
days,0.0,0,2.0,2.0,4,1,1,1.5,1.0,1.0,17,55,1,0,1,35,3,0,0,flexible,0,0,2,0.48,70.0
< 1 hour ,100.0,0,1.0,1.0,6,1,1,1.0,1.0,1.0,21,50,1,10,2,1125,5,0,0,moderate,0,0,1,0.78,84.0
< 1 hour ,83.0,1,3.0,3.0,5,1,4,1.0,2.0,2.0,17,99,1,10,3,1125,2,1,0,flexible,0,0,3,0.91,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,7,1,1,1.0,1.0,1.0,24,27,1,0,1,6,9,0,0,flexible,0,0,1,1.38,95.0
< 1 hour ,100.0,1,1.0,1.0,6,1,4,1.0,1.0,2.0,24,105,2,20,2,1125,28,0,1,strict,0,0,1,4.16,98.0
< 1 hour ,100.0,0,1.0,1.0,3,1,4,1.0,2.0,3.0,16,160,1,0,5,1125,1,1,0,flexible,0,0,1,0.16,100.0
< 1 hour ,93.0,0,1.0,1.0,5,1,2,1.0,0.0,1.0,20,93,1,25,1,3,16,0,0,moderate,0,0,1,2.42,91.0
< 1 hour ,93.48038995125609,0,1.0,1.0,7,1,2,1.0,1.0,1.0,7,114,1,0,1,23,1,0,0,moderate,0,0,1,0.15,100.0
< 1 hour ,100.0,0,10.0,10.0,2,1,2,1.0,1.0,1.0,14,45,1,10,1,30,20,0,0,strict,0,0,10,3.14,79.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,1,1.0,1.0,1.0,14,55,1,15,3,30,8,1,0,moderate,0,0,1,1.15,90.0
1 day,90.0,0,1.0,1.0,5,1,2,1.0,1.0,1.0,15,100,1,10,1,1125,3,0,0,strict,0,0,1,0.49,80.0
< 1 hour ,98.0,0,5.0,5.0,4,1,3,1.0,2.0,2.0,27,120,3,12,1,1125,33,1,0,moderate,0,0,5,4.69,91.0
hours,100.0,0,3.0,3.0,4,1,2,1.0,1.0,1.0,7,55,1,15,2,1125,4,0,0,moderate,0,0,3,0.65,93.0
< 1 hour ,100.0,0,2.0,2.0,5,1,2,1.0,1.0,1.0,37,85,2,20,2,1125,25,1,0,flexible,0,0,1,3.77,94.0
< 1 hour ,100.0,0,1.0,1.0,3,1,2,2.0,1.0,1.0,5,160,1,0,2,10,1,1,0,strict,0,0,1,0.48,80.0
< 1 hour ,100.0,0,1.0,1.0,2,1,2,1.0,1.0,1.0,10,125,1,0,3,30,7,0,0,moderate,0,0,1,1.09,90.0
< 1 hour ,100.0,0,1.0,1.0,5,1,3,1.0,1.0,1.0,20,110,1,0,2,7,9,1,0,flexible,0,0,1,1.39,100.0
< 1 hour ,100.0,0,10.0,10.0,2,1,2,1.0,1.0,1.0,16,55,1,10,1,90,24,0,0,strict,0,0,10,3.53,93.0
1 day,80.0,0,1.0,1.0,3,1,2,2.0,1.0,1.0,13,80,1,45,3,1125,8,1,0,strict,0,0,1,1.38,90.0
< 1 hour ,93.48038995125609,0,2.0,2.0,5,1,2,1.0,1.0,1.0,29,85,1,10,2,1125,1,1,0,moderate,0,0,2,0.47,100.0
< 1 hour ,93.48038995125609,1,1.0,1.0,4,1,2,1.0,1.0,1.0,10,80,1,0,3,1125,5,1,0,strict,0,0,1,0.78,96.0
< 1 hour ,100.0,1,1.0,1.0,8,1,1,1.0,1.0,1.0,12,115,1,39,1,7,18,1,0,moderate,0,0,1,2.7,96.0
1 day,58.0,0,3.0,3.0,4,1,6,1.0,2.0,4.0,45,269,4,50,1,1124,20,0,0,strict,0,0,3,3.05,95.0
< 1 hour ,100.0,1,1.0,1.0,3,1,7,2.0,3.0,4.0,17,300,7,50,1,60,18,0,0,strict,0,0,1,2.61,93.0
< 1 hour ,100.0,1,4.0,4.0,8,1,2,1.0,1.0,1.0,30,177,1,0,1,1125,48,0,0,flexible,0,0,2,6.86,98.0
< 1 hour ,100.0,1,4.0,4.0,8,1,2,1.0,1.0,1.0,29,162,1,0,1,1125,50,0,0,strict,0,0,2,7.14,96.0
< 1 hour ,100.0,1,1.0,1.0,7,1,6,1.0,2.0,3.0,26,239,1,0,1,1125,35,1,0,strict,0,0,1,5.12,98.0
< 1 hour ,100.0,0,2.0,2.0,9,1,2,1.0,1.0,1.0,16,85,1,0,2,6,4,1,0,moderate,0,0,2,0.61,93.0
< 1 hour ,93.48038995125609,0,3.0,3.0,5,1,2,1.0,1.0,1.0,20,0,1,15,1,1125,3,1,0,strict,0,0,1,0.44,100.0
< 1 hour ,100.0,0,10.0,10.0,2,1,2,1.0,1.0,1.0,14,55,1,10,1,90,25,0,0,strict,0,0,10,3.66,83.0
< 1 hour ,100.0,0,10.0,10.0,2,1,2,1.0,1.0,1.0,15,55,1,10,1,90,25,0,0,strict,0,0,10,3.79,86.0
< 1 hour ,100.0,1,2.0,2.0,6,1,2,1.0,1.0,1.0,10,65,2,50,1,5,3,1,0,moderate,0,0,2,0.47,100.0
1 day,100.0,0,1.0,1.0,5,1,2,2.0,1.0,1.0,8,90,1,15,2,1125,3,0,0,strict,0,0,1,0.54,100.0
< 1 hour ,100.0,0,1.0,1.0,7,1,5,1.0,2.0,3.0,12,149,1,0,1,1125,34,1,0,strict,0,0,1,5.05,91.0
< 1 hour ,93.48038995125609,0,1.0,1.0,10,1,2,1.0,1.0,1.0,14,150,1,15,1,1125,1,1,0,strict,0,0,1,0.15,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,6,2.0,2.0,2.0,21,350,1,0,5,7,1,1,0,flexible,0,0,1,0.3,20.0
< 1 hour ,80.0,0,1.0,1.0,8,1,6,1.0,2.0,3.0,18,399,6,100,3,1125,14,1,0,strict,0,0,1,2.37,94.0
< 1 hour ,100.0,0,1.0,1.0,4,1,4,1.0,1.0,2.0,23,399,2,100,2,14,11,0,0,strict,0,0,1,2.02,100.0
1 day,50.0,0,1.0,1.0,5,1,2,1.0,1.0,1.0,11,48,2,10,2,1125,8,0,0,strict,0,0,1,1.23,75.0
< 1 hour ,100.0,0,1.0,1.0,3,1,3,1.0,0.0,2.0,31,189,2,50,2,1125,24,1,0,strict,0,0,1,3.53,88.0
< 1 hour ,90.0,0,2.0,2.0,4,1,2,1.0,1.0,1.0,26,56,2,25,1,1125,13,1,0,moderate,0,0,2,1.88,83.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,10,80,1,0,3,7,1,1,0,strict,0,0,1,0.18,100.0
< 1 hour ,100.0,1,1.0,1.0,5,1,6,1.5,3.0,4.0,22,325,3,35,5,1125,12,1,1,strict,0,0,1,1.71,98.0
1 day,100.0,0,1.0,1.0,9,1,2,1.0,1.0,1.0,24,140,1,0,2,10,1,1,0,flexible,0,0,1,1.0,100.0
< 1 hour ,100.0,0,4.0,4.0,3,1,2,2.0,1.0,1.0,13,60,2,20,2,9999,6,0,0,strict,0,0,4,0.98,80.0
< 1 hour ,100.0,0,4.0,4.0,4,1,2,1.0,1.0,1.0,21,69,1,0,1,1125,17,1,0,moderate,0,0,4,2.49,87.0
< 1 hour ,100.0,0,1.0,1.0,6,1,2,1.0,1.0,1.0,9,75,2,40,10,21,1,0,0,flexible,0,0,1,0.16,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,12,200,1,0,1,1125,1,0,0,flexible,0,0,1,0.43,100.0
< 1 hour ,100.0,1,4.0,4.0,5,1,2,1.0,1.0,1.0,12,70,1,0,2,1125,3,0,0,moderate,0,0,4,0.44,100.0
< 1 hour ,100.0,0,4.0,4.0,3,1,4,2.0,1.0,2.0,19,80,3,20,2,9999,8,0,0,strict,0,0,4,1.51,83.0
< 1 hour ,100.0,1,1.0,1.0,9,1,3,1.0,2.0,2.0,27,200,1,20,1,200,17,1,1,strict,1,0,1,2.66,99.0
